,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
370,Busselton,76,AU,1536119562,100,-33.64,115.35,57.23,19.57
371,Mackay,5,CA,1536116400,71,53.65,-115.58,50.0,3.36
372,North Myrtle Beach,20,US,1536119700,93,33.83,-78.68,80.96,8.05
373,Hermanus,100,ZA,1536119594,99,-34.42,19.24,48.77,4.92
374,Tuktoyaktuk,40,CA,1536116400,100,69.44,-133.03,37.4,6.93
375,Grindavik,0,IS,1536118200,87,63.84,-22.43,42.8,3.36
376,Chokurdakh,0,RU,1536119581,69,70.62,147.9,44.99,16.11
377,Katsuura,20,JP,1536116400,51,33.93,134.5,84.2,16.11
378,Te Anau,0,NZ,1536119749,69,-45.41,167.72,52.73,3.47
379,Viedma,20,AR,1536119749,66,-40.81,-62.99,51.11,11.97
380,Punta Arenas,75,CL,1536116400,74,-53.16,-70.91,37.4,27.51
381,Upernavik,0,GL,1536119587,100,72.79,-56.15,36.44,11.74
382,Ponta do Sol,0,BR,1536119712,88,-20.63,-46.0,53.09,4.14
383,Ushuaia,90,AR,1536116400,87,-54.81,-68.31,39.2,38.03
384,Bima,68,ID,1536119750,79,-8.45,118.73,80.99,3.13
385,Bundaberg,64,AU,1536119750,95,-24.87,152.35,68.3,17.56
386,West Bay,75,GB,1536115800,82,50.71,-2.76,59.0,5.82
387,Thompson,90,CA,1536116400,93,55.74,-97.86,41.0,14.99
388,Vanimo,32,PG,1536119713,100,-2.67,141.3,80.54,0.67
389,Comalcalco,90,MX,1536115920,94,18.26,-93.22,73.4,4.7
390,Faanui,68,PF,1536119607,100,-16.48,-151.75,78.2,16.22
391,Kahului,40,US,1536116160,74,20.89,-156.47,84.02,18.34
392,Nanortalik,88,GL,1536119751,97,60.14,-45.24,39.5,36.35
393,Lata,56,IN,1536119751,97,30.78,78.62,61.82,1.9
394,Souillac,0,FR,1536118200,82,45.6,-0.6,64.4,4.7
395,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
396,Fredericksburg,1,US,1536117720,100,38.3,-77.46,78.08,4.36
397,Qaanaaq,80,GL,1536119591,100,77.48,-69.36,30.86,3.69
398,Codrington,92,AU,1536119579,100,-28.95,153.24,58.04,4.59
399,Zapolyarnyy,75,RU,1536117600,81,69.43,30.82,48.2,12.75
400,Hilo,75,US,1536118260,73,19.71,-155.08,82.04,4.7
401,Arvika,8,SE,1536117600,93,59.65,12.59,55.4,3.36
402,Nantucket,75,US,1536118500,100,41.28,-70.1,71.06,3.36
403,Shar,88,NG,1536119753,98,7.3,8.73,73.61,6.04
404,Hirna,24,ET,1536119754,71,9.22,41.1,61.64,4.59
405,Saskylakh,32,RU,1536119599,92,71.97,114.09,46.43,13.2
406,Carnarvon,8,ZA,1536119687,62,-30.97,22.13,30.86,5.48
407,Dubbo,75,AU,1536118200,37,-32.25,148.6,68.0,10.29
408,Mar del Plata,80,AR,1536119357,73,-46.43,-67.52,43.46,6.93
409,Yellowknife,75,CA,1536116400,75,62.45,-114.38,44.6,17.22
410,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
411,Severo-Kurilsk,8,RU,1536119754,84,50.68,156.12,57.23,4.47
412,Dikson,48,RU,1536119605,100,73.51,80.55,39.41,27.74
413,Saint-Augustin,0,FR,1536118200,77,44.83,-0.61,62.6,4.7
414,Neuquen,24,AR,1536116400,57,-38.95,-68.06,48.2,3.36
415,Punta Arenas,75,CL,1536116400,74,-53.16,-70.91,37.4,27.51
416,Tuatapere,0,NZ,1536119590,100,-46.13,167.69,48.95,5.7
417,Lompoc,90,US,1536118500,87,34.64,-120.46,62.96,3.36
418,Port Hardy,40,CA,1536116400,82,50.7,-127.42,55.4,5.82
419,Miandrivazo,0,MG,1536119756,85,-19.53,45.46,58.22,2.35
420,Hobart,75,AU,1536118200,54,-42.88,147.33,57.2,4.7
421,Mataura,0,NZ,1536119563,87,-46.19,168.86,53.36,4.59
422,Ushuaia,90,AR,1536116400,87,-54.81,-68.31,39.2,38.03
423,Nikolskoye,24,RU,1536116400,100,59.7,30.79,59.0,4.47
424,Tsumeb,0,NA,1536119756,43,-19.25,17.72,53.63,5.93
425,Sao Filipe,80,CV,1536119604,99,14.9,-24.5,78.29,18.23
426,Kapaa,40,US,1536116160,84,22.08,-159.32,84.92,14.99
427,Rawatbhata,32,IN,1536119757,94,24.93,75.59,76.13,9.95
428,Khatanga,92,RU,1536119694,98,71.98,102.47,41.21,26.73
429,Yellowknife,75,CA,1536116400,75,62.45,-114.38,44.6,17.22
430,Vaini,76,IN,1536119612,99,15.34,74.49,70.55,6.04
431,Busselton,76,AU,1536119562,100,-33.64,115.35,57.23,19.57
432,Ushuaia,90,AR,1536116400,87,-54.81,-68.31,39.2,38.03
433,Vaini,76,IN,1536119612,99,15.34,74.49,70.55,6.04
434,Ife,92,NG,1536119758,99,7.48,4.55,73.07,2.57
435,Litovko,100,RU,1536119758,100,49.24,135.18,60.2,11.07
436,At-Bashi,64,KG,1536119759,64,41.17,75.81,45.53,2.91
437,Hobart,75,AU,1536118200,54,-42.88,147.33,57.2,4.7
438,Dikson,48,RU,1536119605,100,73.51,80.55,39.41,27.74
439,Duminichi,12,RU,1536119759,65,53.93,35.11,62.18,8.72
440,Lokosovo,12,RU,1536119759,79,61.13,74.84,55.43,8.16
441,Port Elizabeth,1,US,1536116160,90,39.31,-74.98,82.94,4.36
442,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
443,San Patricio,0,PY,1536119760,86,-26.98,-56.83,49.94,3.58
444,Qaanaaq,80,GL,1536119591,100,77.48,-69.36,30.86,3.69
445,Pisco,0,PE,1536116400,87,-13.71,-76.2,60.8,6.93
446,Norman Wells,40,CA,1536116400,64,65.28,-126.83,39.2,3.36
447,Ancud,64,CL,1536119579,87,-41.87,-73.83,40.49,2.91
448,General Roca,24,AR,1536116400,57,-39.03,-67.58,48.2,3.36
449,Wigston,90,GB,1536117600,87,52.59,-1.11,57.2,6.93
450,Kargasok,68,RU,1536119761,73,59.06,80.87,50.3,4.36
451,Northam,88,GB,1536115800,93,51.04,-4.21,53.6,4.7
452,East London,0,ZA,1536116400,76,-33.02,27.91,53.6,10.29
453,Coihaique,0,CL,1536116400,75,-45.58,-72.07,41.0,2.24
454,Wajir,75,KE,1536116400,73,1.75,40.07,75.2,8.05
455,Bilibino,24,RU,1536119762,92,68.06,166.44,44.54,3.69
456,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
457,Makakilo City,75,US,1536118260,74,21.35,-158.09,86.0,10.29
458,Punta Arenas,75,CL,1536116400,74,-53.16,-70.91,37.4,27.51
459,Bambous Virieux,40,MU,1536116400,78,-20.34,57.76,71.6,18.34
460,Jamestown,12,AU,1536119578,38,-33.21,138.6,62.63,18.79
461,Shimoda,40,JP,1536116400,79,34.7,138.93,86.0,19.46
462,Maragogi,100,BR,1536119519,98,-9.01,-35.22,69.11,5.14
463,Atuona,0,PF,1536119577,98,-9.8,-139.03,80.18,15.21
464,Esperance,20,TT,1536116400,78,10.24,-61.45,78.8,4.14
465,Camabatela,12,AO,1536119763,94,-8.19,15.37,61.1,2.57
466,Ponta do Sol,0,BR,1536119712,88,-20.63,-46.0,53.09,4.14
467,Mataura,0,NZ,1536119563,87,-46.19,168.86,53.36,4.59
468,Mar del Plata,80,AR,1536119357,73,-46.43,-67.52,43.46,6.93
469,Mataura,0,NZ,1536119563,87,-46.19,168.86,53.36,4.59
470,Nikolskoye,24,RU,1536116400,100,59.7,30.79,59.0,4.47
471,Sitka,68,US,1536119763,85,37.17,-99.65,73.43,14.2
472,Cidreira,12,BR,1536119688,95,-30.17,-50.22,50.21,5.37
473,Ancud,64,CL,1536119579,87,-41.87,-73.83,40.49,2.91
474,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
475,Hasaki,40,JP,1536117300,66,35.73,140.83,87.8,16.11
476,Port Hardy,40,CA,1536116400,82,50.7,-127.42,55.4,5.82
477,Butaritari,32,KI,1536119595,100,3.07,172.79,84.59,6.6
478,Hovd,0,NO,1536117600,93,63.83,10.7,50.0,8.05
479,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
480,Ahipara,92,NZ,1536119690,88,-35.17,173.16,56.06,14.99
481,Mahebourg,40,MU,1536116400,78,-20.41,57.7,71.6,18.34
482,Namibe,76,AO,1536119575,100,-15.19,12.15,63.26,10.74
483,Thompson,90,CA,1536116400,93,55.74,-97.86,41.0,14.99
484,Qaanaaq,80,GL,1536119591,100,77.48,-69.36,30.86,3.69
485,Puerto Ayora,0,EC,1536119598,100,-0.74,-90.35,71.18,11.97
486,Ardesen,0,TR,1536118200,83,41.19,40.99,71.6,16.11
487,Kapaa,40,US,1536116160,84,22.08,-159.32,84.92,14.99
488,Thompson,90,CA,1536116400,93,55.74,-97.86,41.0,14.99
489,Mataura,0,NZ,1536119563,87,-46.19,168.86,53.36,4.59
490,Port Lincoln,92,AU,1536119592,75,-34.72,135.86,60.65,14.43
491,Vaini,76,IN,1536119612,99,15.34,74.49,70.55,6.04
492,Cape Town,40,ZA,1536116400,87,-33.93,18.42,51.8,10.29
493,Hilo,75,US,1536118260,73,19.71,-155.08,82.04,4.7
494,Quelimane,20,MZ,1536118200,88,-17.88,36.89,73.4,5.82
495,Bredasdorp,80,ZA,1536116400,81,-34.53,20.04,51.8,3.36
496,Grindavik,0,IS,1536118200,87,63.84,-22.43,42.8,3.36
497,Port Alfred,20,ZA,1536119594,93,-33.59,26.89,64.79,12.53
498,Bluff,0,AU,1536119589,50,-23.58,149.07,75.59,9.51
499,Champerico,90,MX,1536116880,83,16.38,-93.6,75.2,9.17
500,San Patricio,0,PY,1536119760,86,-26.98,-56.83,49.94,3.58
501,Galanta,0,SK,1536118200,82,48.19,17.73,66.2,8.05
502,Esperance,20,TT,1536116400,78,10.24,-61.45,78.8,4.14
503,Itarema,20,BR,1536119769,91,-2.92,-39.92,75.32,13.42
504,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
505,Palmer,0,AU,1536118200,19,-34.85,139.16,68.0,19.46
506,Yellowknife,75,CA,1536116400,75,62.45,-114.38,44.6,17.22
507,Kendari,92,ID,1536119610,66,-3.99,122.52,83.96,3.91
508,Palmer,0,AU,1536118200,19,-34.85,139.16,68.0,19.46
509,Rocky Mountain House,0,CA,1536119769,72,52.38,-114.92,47.06,3.91
510,Busselton,76,AU,1536119562,100,-33.64,115.35,57.23,19.57
511,Torbay,20,CA,1536116400,76,47.66,-52.73,57.2,2.24
512,Bethel,90,US,1536118020,63,60.79,-161.76,53.06,6.93
513,Punta Arenas,75,CL,1536116400,74,-53.16,-70.91,37.4,27.51
514,Lar,0,IR,1536116400,46,27.66,54.32,73.4,1.68
515,Hobart,75,AU,1536118200,54,-42.88,147.33,57.2,4.7
516,Georgetown,20,GY,1536116400,100,6.8,-58.16,75.2,3.58
517,Bluff,0,AU,1536119589,50,-23.58,149.07,75.59,9.51
518,Punta Arenas,75,CL,1536116400,74,-53.16,-70.91,37.4,27.51
519,Pitrufquen,44,CL,1536119771,90,-38.98,-72.65,38.33,1.57
520,Qaanaaq,80,GL,1536119591,100,77.48,-69.36,30.86,3.69
521,Puerto Ayora,0,EC,1536119598,100,-0.74,-90.35,71.18,11.97
522,East London,0,ZA,1536116400,76,-33.02,27.91,53.6,10.29
523,Saldanha,76,PT,1536119617,93,41.42,-6.55,55.97,1.12
524,Mataura,0,NZ,1536119563,87,-46.19,168.86,53.36,4.59
525,Bethel,90,US,1536118020,63,60.79,-161.76,53.06,6.93
526,Mataura,0,NZ,1536119563,87,-46.19,168.86,53.36,4.59
527,Georgetown,20,GY,1536116400,100,6.8,-58.16,75.2,3.58
528,Timon,0,BR,1536116400,65,-5.1,-42.84,82.4,8.05
529,Dhari,48,IN,1536119772,91,21.33,71.03,76.49,11.07
530,Cidreira,12,BR,1536119688,95,-30.17,-50.22,50.21,5.37
531,Hermanus,100,ZA,1536119594,99,-34.42,19.24,48.77,4.92
532,Yellowknife,75,CA,1536116400,75,62.45,-114.38,44.6,17.22
533,Bredasdorp,80,ZA,1536116400,81,-34.53,20.04,51.8,3.36
534,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
535,Mataura,0,NZ,1536119563,87,-46.19,168.86,53.36,4.59
536,Butaritari,32,KI,1536119595,100,3.07,172.79,84.59,6.6
537,Mataura,0,NZ,1536119563,87,-46.19,168.86,53.36,4.59
538,Punta Arenas,75,CL,1536116400,74,-53.16,-70.91,37.4,27.51
539,Bredasdorp,80,ZA,1536116400,81,-34.53,20.04,51.8,3.36
540,Rawson,12,AR,1536119689,62,-43.3,-65.11,48.23,12.08
541,Waddan,0,LY,1536119774,52,29.16,16.14,67.49,2.68
542,New Norfolk,75,AU,1536118200,54,-42.78,147.06,57.2,4.7
543,Pangnirtung,0,CA,1536119613,75,66.15,-65.72,37.25,4.14
544,Hermanus,100,ZA,1536119594,99,-34.42,19.24,48.77,4.92
545,Ushuaia,90,AR,1536116400,87,-54.81,-68.31,39.2,38.03
546,Arraial do Cabo,48,BR,1536119696,100,-22.97,-42.02,66.14,23.6
547,Vaini,76,IN,1536119612,99,15.34,74.49,70.55,6.04
548,Hermanus,100,ZA,1536119594,99,-34.42,19.24,48.77,4.92
549,Port Alfred,20,ZA,1536119594,93,-33.59,26.89,64.79,12.53
550,Aklavik,20,CA,1536116400,60,68.22,-135.01,42.8,4.7
551,Flin Flon,0,CA,1536119775,82,54.77,-101.88,46.16,7.49
552,New Norfolk,75,AU,1536118200,54,-42.78,147.06,57.2,4.7
553,Atuona,0,PF,1536119577,98,-9.8,-139.03,80.18,15.21
554,Ukiah,1,US,1536116160,34,39.15,-123.21,80.96,5.82
555,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
556,Puerto del Rosario,0,ES,1536118200,83,28.5,-13.86,71.6,12.75
557,Kachiry,8,KZ,1536119776,78,53.07,76.1,52.91,7.49
558,Bredasdorp,80,ZA,1536116400,81,-34.53,20.04,51.8,3.36
559,Severo-Kurilsk,8,RU,1536119754,84,50.68,156.12,57.23,4.47
560,Montepuez,20,MZ,1536119776,94,-13.13,39.0,61.73,0.67
561,Dingle,92,PH,1536119777,100,11.0,122.67,73.52,9.17
562,Ribeira Grande,32,PT,1536119580,100,38.52,-28.7,72.71,3.36
563,Ushuaia,90,AR,1536116400,87,-54.81,-68.31,39.2,38.03
564,Avarua,75,CK,1536116400,64,-21.21,-159.78,75.2,14.99
565,Ushuaia,90,AR,1536116400,87,-54.81,-68.31,39.2,38.03
566,Saint George,20,GR,1536117600,52,39.45,22.34,69.8,2.24
567,Santa Isabel,48,CO,1536119778,68,4.71,-75.1,66.5,3.91
568,Coquimbo,90,CL,1536116400,76,-29.95,-71.34,55.4,2.24
569,Weatherford,8,US,1536117300,90,32.76,-97.8,82.94,4.7
570,Saskylakh,32,RU,1536119599,92,71.97,114.09,46.43,13.2
571,Constitucion,75,MX,1536117060,100,23.99,-104.67,60.8,8.05
572,Camacha,20,PT,1536118200,77,33.08,-16.33,69.8,9.17
573,Guerrero Negro,0,MX,1536119779,75,27.97,-114.04,72.89,7.38
574,Albany,20,US,1536116040,78,42.65,-73.75,71.96,2.01
575,Luderitz,24,NA,1536119779,94,-26.65,15.16,48.41,4.59
576,Sabha,0,LY,1536119780,37,27.03,14.43,73.61,8.61
577,Camacha,20,PT,1536118200,77,33.08,-16.33,69.8,9.17
578,Norman Wells,40,CA,1536116400,64,65.28,-126.83,39.2,3.36
579,Eregli,0,TR,1536119780,72,37.51,34.05,54.26,2.35
580,Hobart,75,AU,1536118200,54,-42.88,147.33,57.2,4.7
581,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
582,Hermanus,100,ZA,1536119594,99,-34.42,19.24,48.77,4.92
583,Yellowknife,75,CA,1536116400,75,62.45,-114.38,44.6,17.22
584,Kapaa,40,US,1536116160,84,22.08,-159.32,84.92,14.99
585,Kinshasa,32,CD,1536119781,81,-4.32,15.31,74.24,5.59
586,Baena,0,ES,1536118200,77,37.62,-4.32,66.2,4.03
587,Tuatapere,0,NZ,1536119590,100,-46.13,167.69,48.95,5.7
588,Tezu,32,IN,1536119781,87,27.93,96.16,75.14,1.57
589,Arlit,0,NE,1536119782,31,18.74,7.39,71.36,4.36
590,Punta Arenas,75,CL,1536116400,74,-53.16,-70.91,37.4,27.51
591,Makubetsu,20,JP,1536116400,54,42.84,143.34,82.4,9.17
592,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
593,Narsaq,92,GL,1536115800,50,60.91,-46.05,51.8,28.86
594,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
595,Butaritari,32,KI,1536119595,100,3.07,172.79,84.59,6.6
596,San Jose,36,PH,1536119783,92,15.79,120.99,80.27,2.13
597,Poso,44,ID,1536119784,100,-1.4,120.75,81.8,2.57
598,Butaritari,32,KI,1536119595,100,3.07,172.79,84.59,6.6
599,Khorixas,0,NA,1536119784,84,-20.37,14.96,45.98,2.57
600,Mataura,0,NZ,1536119563,87,-46.19,168.86,53.36,4.59
601,Vertientes,20,CU,1536115800,88,21.26,-78.15,78.8,8.05
602,Goderich,0,CA,1536119785,90,43.74,-81.71,73.97,8.5
603,Norman Wells,40,CA,1536116400,64,65.28,-126.83,39.2,3.36
604,Alice Springs,75,AU,1536118200,14,-23.7,133.88,84.2,18.34
605,Luderitz,24,NA,1536119779,94,-26.65,15.16,48.41,4.59
606,Jamestown,12,AU,1536119578,38,-33.21,138.6,62.63,18.79
607,Hilo,75,US,1536118260,73,19.71,-155.08,82.04,4.7
608,Batas,40,PH,1536116400,100,14.23,120.94,84.2,8.05
609,Grindavik,0,IS,1536118200,87,63.84,-22.43,42.8,3.36
610,New Norfolk,75,AU,1536118200,54,-42.78,147.06,57.2,4.7
611,Vestmannaeyjar,56,IS,1536119786,100,63.44,-20.27,46.34,3.58
612,Urengoy,92,RU,1536119786,80,65.96,78.37,53.0,9.51
613,Yellowknife,75,CA,1536116400,75,62.45,-114.38,44.6,17.22
614,Kodiak,40,US,1536115980,96,39.95,-94.76,75.02,4.7
615,Mataura,0,NZ,1536119563,87,-46.19,168.86,53.36,4.59
616,Ongandjera,0,NA,1536119787,39,-17.88,15.07,59.21,10.18
617,Port Alfred,20,ZA,1536119594,93,-33.59,26.89,64.79,12.53
618,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
619,Punta Arenas,75,CL,1536116400,74,-53.16,-70.91,37.4,27.51
620,Barahona,64,DO,1536119787,99,18.21,-71.1,82.16,9.62
621,Tutoia,8,BR,1536119788,79,-2.76,-42.27,78.65,15.99
622,Mataura,0,NZ,1536119563,87,-46.19,168.86,53.36,4.59
623,Plyussa,36,RU,1536119728,91,58.42,29.37,55.7,3.13
624,Ler,0,NO,1536117600,93,63.2,10.3,50.0,8.05
625,Nikolskoye,24,RU,1536116400,100,59.7,30.79,59.0,4.47
626,Zeya,36,RU,1536119789,68,53.74,127.27,59.75,8.61
627,Ushuaia,90,AR,1536116400,87,-54.81,-68.31,39.2,38.03
628,Busselton,76,AU,1536119562,100,-33.64,115.35,57.23,19.57
629,Mataura,0,NZ,1536119563,87,-46.19,168.86,53.36,4.59
630,Butaritari,32,KI,1536119595,100,3.07,172.79,84.59,6.6
631,Camacha,20,PT,1536118200,77,33.08,-16.33,69.8,9.17
632,Mogadishu,75,SO,1536116400,83,2.04,45.34,77.0,12.75
633,Atuona,0,PF,1536119577,98,-9.8,-139.03,80.18,15.21
634,Cherskiy,0,RU,1536119586,77,68.75,161.3,44.09,2.57
635,Wattegama,48,LK,1536119790,83,7.35,80.68,75.86,6.38
636,Mataura,0,NZ,1536119563,87,-46.19,168.86,53.36,4.59
637,Itoman,75,JP,1536117360,88,26.12,127.67,80.6,3.36
638,Cidreira,12,BR,1536119688,95,-30.17,-50.22,50.21,5.37
639,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
640,Atuona,0,PF,1536119577,98,-9.8,-139.03,80.18,15.21
641,Mar del Plata,80,AR,1536119357,73,-46.43,-67.52,43.46,6.93
642,Hobart,75,AU,1536118200,54,-42.88,147.33,57.2,4.7
643,Katsuura,20,JP,1536116400,51,33.93,134.5,84.2,16.11
644,Bredasdorp,80,ZA,1536116400,81,-34.53,20.04,51.8,3.36
645,Kaeo,64,NZ,1536119791,74,-35.1,173.78,57.14,10.96
646,Alyangula,0,AU,1536119792,78,-13.85,136.42,81.71,18.23
647,Avarua,75,CK,1536116400,64,-21.21,-159.78,75.2,14.99
648,Annau,0,TM,1536116400,27,37.89,58.52,62.6,4.7
649,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
650,Klaksvik,80,FO,1536117600,100,62.23,-6.59,50.0,8.05
651,Butaritari,32,KI,1536119595,100,3.07,172.79,84.59,6.6
652,Punta Arenas,75,CL,1536116400,74,-53.16,-70.91,37.4,27.51
653,Saskylakh,32,RU,1536119599,92,71.97,114.09,46.43,13.2
654,Mataura,0,NZ,1536119563,87,-46.19,168.86,53.36,4.59
655,Qaanaaq,80,GL,1536119591,100,77.48,-69.36,30.86,3.69
656,Atuona,0,PF,1536119577,98,-9.8,-139.03,80.18,15.21
657,Hilo,75,US,1536118260,73,19.71,-155.08,82.04,4.7
658,Hobart,75,AU,1536118200,54,-42.88,147.33,57.2,4.7
659,Mansfield,1,US,1536118620,94,40.76,-82.52,77.0,2.91
660,Punta Arenas,75,CL,1536116400,74,-53.16,-70.91,37.4,27.51
661,Busselton,76,AU,1536119562,100,-33.64,115.35,57.23,19.57
662,Middle Island,1,US,1536118980,90,40.88,-72.94,78.08,7.72
663,Xuanwu,0,CN,1536116400,48,32.07,118.81,87.8,6.71
664,Saint-Philippe,90,CA,1536117300,72,45.36,-73.48,71.6,3.36
665,Nanortalik,88,GL,1536119751,97,60.14,-45.24,39.5,36.35
666,Sao Joao da Barra,56,BR,1536119795,100,-21.64,-41.05,70.01,15.1
667,San Patricio,0,PY,1536119760,86,-26.98,-56.83,49.94,3.58
668,Malanville,0,NE,1536119795,97,11.86,3.39,71.36,5.93
669,Albany,20,US,1536116040,78,42.65,-73.75,71.96,2.01
670,Port Macquarie,44,AU,1536116400,48,-31.43,152.91,64.4,11.41
671,Cabo San Lucas,20,MX,1536115740,78,22.89,-109.91,84.2,16.11
672,Yellowknife,75,CA,1536116400,75,62.45,-114.38,44.6,17.22
673,Port Alfred,20,ZA,1536119594,93,-33.59,26.89,64.79,12.53
674,Avarua,75,CK,1536116400,64,-21.21,-159.78,75.2,14.99
675,Acapulco,75,MX,1536115800,78,16.86,-99.88,82.4,3.02
676,Masindi,0,UG,1536119796,90,1.69,31.72,58.04,2.68
677,Provideniya,90,RU,1536116400,81,64.42,-173.23,50.0,15.66
678,Ilulissat,0,GL,1536115800,69,69.22,-51.1,33.8,3.69
679,Atuona,0,PF,1536119577,98,-9.8,-139.03,80.18,15.21
680,Tasiilaq,92,GL,1536115800,96,65.61,-37.64,41.0,1.12
681,Kapaa,40,US,1536116160,84,22.08,-159.32,84.92,14.99
682,Qaanaaq,80,GL,1536119591,100,77.48,-69.36,30.86,3.69
683,Kutum,12,SD,1536119797,89,14.2,24.66,67.31,11.52
684,Chuy,0,UY,1536119602,92,-33.69,-53.46,44.27,3.13
685,Mataura,0,NZ,1536119563,87,-46.19,168.86,53.36,4.59
686,Barrow,8,AR,1536119400,54,-38.31,-60.23,58.67,14.99
687,Touros,76,BR,1536119798,86,-5.2,-35.46,76.13,11.41
688,Punta Arenas,75,CL,1536116400,74,-53.16,-70.91,37.4,27.51
689,Saint-Augustin,0,FR,1536118200,77,44.83,-0.61,62.6,4.7
690,Saint Anthony,1,US,1536116160,25,43.97,-111.68,71.06,5.82
691,Lebu,75,ET,1536116400,93,8.96,38.73,53.6,2.24
692,Hilo,75,US,1536118260,73,19.71,-155.08,82.04,4.7
693,Hermanus,100,ZA,1536119594,99,-34.42,19.24,48.77,4.92
694,Geraldton,90,CA,1536117840,93,49.72,-86.95,60.8,8.05
695,Vaini,76,IN,1536119612,99,15.34,74.49,70.55,6.04
696,Leningradskiy,92,RU,1536119573,100,69.38,178.42,38.51,8.39
697,Atuona,0,PF,1536119577,98,-9.8,-139.03,80.18,15.21
698,Albany,20,US,1536116040,78,42.65,-73.75,71.96,2.01
699,Byron Bay,90,AU,1536118200,68,-28.65,153.62,66.2,12.75
700,Vaini,76,IN,1536119612,99,15.34,74.49,70.55,6.04
701,Vardo,1,US,1536117300,69,39.62,-77.74,82.04,2.68
702,Tiksi,0,RU,1536119592,73,71.64,128.87,43.91,23.04
703,Neyshabur,0,IR,1536119800,42,36.21,58.79,46.07,3.47
704,Novyy Urengoy,100,RU,1536119681,98,66.08,76.63,53.81,5.48
705,Banfora,92,BF,1536119801,99,10.64,-4.75,69.02,5.03
706,Muros,40,ES,1536118200,100,42.77,-9.06,60.8,9.17
707,Petropavlovsk-Kamchatskiy,40,RU,1536116400,67,53.05,158.65,62.6,11.18
708,Butaritari,32,KI,1536119595,100,3.07,172.79,84.59,6.6
709,Pangnirtung,0,CA,1536119613,75,66.15,-65.72,37.25,4.14
710,Tuktoyaktuk,40,CA,1536116400,100,69.44,-133.03,37.4,6.93
711,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
712,Port Blair,68,IN,1536119618,100,11.67,92.75,77.66,16.78
713,Constitucion,75,MX,1536117060,100,23.99,-104.67,60.8,8.05
714,Arraial do Cabo,48,BR,1536119696,100,-22.97,-42.02,66.14,23.6
715,Tabuk,12,PH,1536119802,81,17.41,121.44,78.02,2.13
716,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
717,Busselton,76,AU,1536119562,100,-33.64,115.35,57.23,19.57
718,Dikson,48,RU,1536119605,100,73.51,80.55,39.41,27.74
719,Rikitea,76,PF,1536119573,100,-23.12,-134.97,71.54,26.17
720,Salalah,90,OM,1536115800,83,17.01,54.1,77.0,3.36
721,Busselton,76,AU,1536119562,100,-33.64,115.35,57.23,19.57
722,Kodiak,40,US,1536115980,96,39.95,-94.76,75.02,4.7
723,Puerto Ayora,0,EC,1536119598,100,-0.74,-90.35,71.18,11.97
724,Hobart,75,AU,1536118200,54,-42.88,147.33,57.2,4.7
725,Ushuaia,90,AR,1536116400,87,-54.81,-68.31,39.2,38.03
726,Kuching,75,MY,1536118200,66,1.56,110.34,87.8,3.36
727,Saint-Philippe,90,CA,1536117300,72,45.36,-73.48,71.6,3.36
728,Fairbanks,90,US,1536118080,81,64.84,-147.72,51.08,10.29
729,Carnarvon,8,ZA,1536119687,62,-30.97,22.13,30.86,5.48
730,Bredasdorp,80,ZA,1536116400,81,-34.53,20.04,51.8,3.36
731,Altay,0,CN,1536119804,31,47.83,88.13,48.23,3.02
732,Bredasdorp,80,ZA,1536116400,81,-34.53,20.04,51.8,3.36
733,Hilo,75,US,1536118260,73,19.71,-155.08,82.04,4.7
734,Atuona,0,PF,1536119577,98,-9.8,-139.03,80.18,15.21
735,Arman,90,RU,1536116400,100,59.7,150.17,59.0,6.71
736,Bathsheba,20,BB,1536116400,78,13.22,-59.52,80.6,11.41
737,Thompson,90,CA,1536116400,93,55.74,-97.86,41.0,14.99
738,Tiksi,0,RU,1536119592,73,71.64,128.87,43.91,23.04
739,Turka,36,UA,1536119805,89,49.16,23.03,52.01,2.13
740,Vestmannaeyjar,56,IS,1536119786,100,63.44,-20.27,46.34,3.58
741,Kapaa,40,US,1536116160,84,22.08,-159.32,84.92,14.99
742,Butaritari,32,KI,1536119595,100,3.07,172.79,84.59,6.6
743,Oranjemund,92,ZA,1536119806,100,-28.55,16.43,54.53,9.17
